Waypoint,j0,j1,j2,j3,j4,j5
0,1.09994,-1.01999,1.62397,-3.74423,-0.660946,0.783523
1,1.10541,-1.0394,1.65704,-3.75921,-0.692275,0.785368
2,1.11118,-1.05845,1.68878,-3.77192,-0.723645,0.785398
3,1.11764,-1.07692,1.71924,-3.78391,-0.755522,0.785398
4,1.12483,-1.09479,1.74844,-3.79523,-0.787918,0.785398
5,1.14139,-1.12876,1.8031,-3.81594,-0.854329,0.785398
6,1.16098,-1.16029,1.85285,-3.83416,-0.922995,0.785398
7,1.18369,-1.18932,1.89776,-3.85002,-0.99402,0.785398
8,1.20955,-1.21575,1.93783,-3.86367,-1.06748,0.785398
9,1.23859,-1.23945,1.97309,-3.87524,-1.14343,0.785398
10,1.27075,-1.26028,2.00354,-3.88486,-1.22187,0.785398
11,1.30593,-1.2781,2.02918,-3.89267,-1.30276,0.785398
12,1.34396,-1.29278,2.04999,-3.8988,-1.38598,0.785398
13,1.38459,-1.30419,2.06597,-3.90337,-1.47137,0.785398
14,1.4275,-1.31224,2.07714,-3.90649,-1.55867,0.785398
15,1.44969,-1.31498,2.08092,-3.90753,-1.60294,0.785398
16,1.4723,-1.31686,2.0835,-3.90824,-1.64757,0.785398
17,1.49527,-1.31787,2.08489,-3.90862,-1.69251,0.785398
18,1.51854,-1.31802,2.0851,-3.90867,-1.7377,0.785398
19,1.54205,-1.31731,2.08411,-3.90839,-1.78309,0.785398
20,1.56572,-1.31575,2.08196,-3.9078,-1.82862,0.785398
21,1.5895,-1.31335,2.07863,-3.90688,-1.87424,0.785398
22,1.61331,-1.31011,2.07415,-3.90563,-1.91989,0.785398
23,1.6371,-1.30606,2.06852,-3.90405,-1.9655,0.785398
24,1.66078,-1.30121,2.06175,-3.90213,-2.01102,0.785398
25,1.68431,-1.29558,2.05385,-3.89986,-2.0564,0.785398
26,1.70761,-1.28919,2.04484,-3.89724,-2.10157,0.785398
27,1.73062,-1.28206,2.03473,-3.89426,-2.14647,0.785398
28,1.7533,-1.27422,2.02353,-3.8909,-2.19107,0.785398
29,1.77558,-1.26569,2.01126,-3.88717,-2.23531,0.785398
30,1.79741,-1.25649,1.99793,-3.88304,-2.27914,0.785398
31,1.81876,-1.24665,1.98356,-3.87851,-2.32253,0.785398
32,1.83958,-1.23619,1.96817,-3.87357,-2.36543,0.785398
33,1.85983,-1.22514,1.95176,-3.86821,-2.40782,0.785398
34,1.87949,-1.21352,1.93436,-3.86243,-2.44965,0.785398
35,1.89852,-1.20136,1.91598,-3.85621,-2.49091,0.785398
36,1.91691,-1.18868,1.89665,-3.84956,-2.53157,0.785398
37,1.93463,-1.1755,1.87636,-3.84245,-2.57161,0.785398
38,1.95052,-1.16117,1.85377,-3.83419,-2.60987,0.785398
39,1.968,-1.14775,1.83305,-3.8269,-2.64972,0.785398
40,1.98317,-1.13292,1.80945,-3.81813,-2.68735,0.785398
41,1.99834,-1.11809,1.78585,-3.80935,-2.72498,0.785399
42,1.9989,-1.11754,1.78497,-3.80903,-2.72638,0.785399
43,2.00365,-1.11289,1.77757,-3.80627,-2.73816,0.785399
44,2.01754,-1.0975,1.75271,-3.7968,-2.77437,0.785399
45,2.0307,-1.08179,1.72709,-3.7869,-2.80981,0.785399
46,2.04315,-1.06575,1.70073,-3.77657,-2.84448,0.785399
47,2.05491,-1.04942,1.67364,-3.76582,-2.8784,0.785399
48,2.07639,-1.01589,1.61735,-3.74306,-2.94402,0.785399
49,2.09529,-0.981264,1.5583,-3.71862,-3.00676,0.785399
50,2.10382,-0.963556,1.52775,-3.70578,-3.0371,0.785399
51,2.11061,-0.944852,1.49475,-3.69154,-3.0656,0.785347
52,2.12539,-0.908395,1.43094,-3.66422,-3.12363,0.785315
53,2.1316,-0.889516,1.39742,-3.64966,-3.15137,0.785233
54,2.1378,-0.870636,1.3639,-3.6351,-3.17911,0.785152
55,2.14034,-0.86291,1.35018,-3.62914,-3.19046,0.785118
56,2.14686,-0.837966,1.30517,-3.60889,-3.22409,0.785301
57,2.15271,-0.812221,1.25834,-3.58777,-3.25713,0.785344
58,2.15813,-0.785165,1.20862,-3.56509,-3.28982,0.785352
